CODEPAGE 10003          ; Korean - MAC
0xa3	0x250c	;¦£ Forms Light Down And Right
0xa4	0x2510	;¦¤ Forms Light Down And Left
0xa5	0x2518	;¦¥ Forms Light Up And Left
0xa6	0x2514	;¦¦ Forms Light Up And Right
0xa7	0x251c	;¦§ Forms Light Vertical And Right
0xa8	0x252c	;¦¨ Forms Light Down And Horizontal
0xa9	0x2524	;¦© Forms Light Vertical And Left
0xaa	0x2534	;¦ª Forms Light Up And Horizontal
0xab	0x253c	;¦« Forms Light Vertical And Horizontal
0xac	0x2501	;¦¬ Forms Heavy Horizontal
0xad	0x2503	;¦­ Forms Heavy Vertical
0xae	0x250f	;¦® Forms Heavy Down And Right
0xaf	0x2513	;¦¯ Forms Heavy Down And Left
0xb0	0x251b	;¦° Forms Heavy Up And Left
0xb1	0x2517	;¦± Forms Heavy Up And Right
0xb2	0x2523	;¦² Forms Heavy Vertical And Right
0xb3	0x2533	;¦³ Forms Heavy Down And Horizontal
0xb4	0x252b	;¦´ Forms Heavy Vertical And Left
0xb5	0x253b	;¦µ Forms Heavy Up And Horizontal
0xb6	0x254b	;¦¶ Forms Heavy Vertical And Horizontal
0xb7	0x2520	;¦· Forms Vertical Heavy And Right Light
0xb8	0x252f	;¦¸ Forms Down Light And Horizontal Heavy
0xb9	0x2528	;¦¹ Forms Vertical Heavy And Left Light
0xba	0x2537	;¦º Forms Up Light And Horizontal Heavy
0xbb	0x253f	;¦» Forms Vertical Light And Horizontal Heavy
0xbc	0x251d	;¦¼ Forms Vertical Light And Right Heavy
0xbd	0x2530	;¦½ Forms Down Heavy And Horizontal Light
0xbe	0x2525	;¦¾ Forms Vertical Light And Left Heavy
0xbf	0x2538	;¦¿ Forms Up Heavy And Horizontal Light
0xc0	0x2542	;¦À Forms Vertical Heavy And Horizontal Light
0xc1	0x2512	;¦Á Forms Down Heavy And Left Light
0xc2	0x2511	;¦Â Forms Down Light And Left Heavy
0xc3	0x251a	;¦Ã Forms Up Heavy And Left Light
0xc4	0x2519	;¦Ä Forms Up Light And Left Heavy
0xc5	0x2516	;¦Å Forms Up Heavy And Right Light
0xc6	0x2515	;¦Æ Forms Up Light And Right Heavy
0xc7	0x250e	;¦Ç Forms Down Heavy And Right Light
0xc8	0x250d	;¦È Forms Down Light And Right Heavy
0xc9	0x251e	;¦É Forms Up Heavy And Right Down Light
0xca	0x251f	;¦Ê Forms Down Heavy And Right Up Light
0xcb	0x2521	;¦Ë Forms Down Light And Right Up Heavy
0xcc	0x2522	;¦Ì Forms Up Light And Right Down Heavy
0xcd	0x2526	;¦Í Forms Up Heavy And Left Down Light
0xce	0x2527	;¦Î Forms Down Heavy And Left Up Light
0xcf	0x2529	;¦Ï Forms Down Light And Left Up Heavy
0xd0	0x252a	;¦Ð Forms Up Light And Left Down Heavy
0xd1	0x252d	;¦Ñ Forms Left Heavy And Right Down Light
0xd2	0x252e	;¦Ò Forms Right Heavy And Left Down Light
0xd3	0x2531	;¦Ó Forms Right Light And Left Down Heavy
0xd4	0x2532	;¦Ô Forms Left Light And Right Down Heavy
0xd5	0x2535	;¦Õ Forms Left Heavy And Right Up Light
0xd6	0x2536	;¦Ö Forms Right Heavy And Left Up Light
0xd7	0x2539	;¦× Forms Right Light And Left Up Heavy
0xd8	0x253a	;¦Ø Forms Left Light And Right Up Heavy
0xd9	0x253d	;¦Ù Forms Left Heavy And Right Vertical Light
0xda	0x253e	;¦Ú Forms Right Heavy And Left Vertical Light
0xdb	0x2540	;¦Û Forms Up Heavy And Down Horizontal Light
0xdc	0x2541	;¦Ü Forms Down Heavy And Up Horizontal Light
0xdd	0x2543	;¦Ý Forms Left Up Heavy And Right Down Light
0xde	0x2544	;¦Þ Forms Right Up Heavy And Left Down Light
0xdf	0x2545	;¦ß Forms Left Down Heavy And Right Up Light
0xe0	0x2546	;¦à Forms Right Down Heavy And Left Up Light
0xe1	0x2547	;¦á Forms Down Light And Up Horizontal Heavy
0xe2	0x2548	;¦â Forms Up Light And Down Horizontal Heavy
0xe3	0x2549	;¦ã Forms Right Light And Left Vertical Heavy
0xe4	0x254a	;¦ä Forms Left Light And Right Vertical Heavy

DBCSTABLE 79            ;LeadByte = 0xa7

0xa1	0x3395	;§¡ Squared Mu L
0xa2	0x3396	;§¢ Squared Ml
0xa3	0x3397	;§£ Squared Dl
0xa4	0x2113	;§¤ Script Small L
0xa5	0x3398	;§¥ Squared Kl
0xa6	0x33c4	;§¦ Squared Cc
0xa7	0x33a3	;§§ Squared Mm Cubed
0xa8	0x33a4	;§¨ Squared Cm Cubed
0xa9	0x33a5	;§© Squared M Cubed
0xaa	0x33a6	;§ª Squared Km Cubed
0xab	0x3399	;§« Squared Fm
0xac	0x339a	;§¬ Squared Nm
0xad	0x339b	;§­ Squared Mu M
0xae	0x339c	;§® Squared Mm
0xaf	0x339d	;§¯ Squared Cm
0xb0	0x339e	;§° Squared Km
0xb1	0x339f	;§± Squared Mm Squared
0xb2	0x33a0	;§² Squared Cm Squared
0xb3	0x33a1	;§³ Squared M Squared
0xb4	0x33a2	;§´ Squared Km Squared
0xb5	0x33ca	;§µ Squared Ha
0xb6	0x338d	;§¶ Squared Mu G
0xb7	0x338e	;§· Squared Mg
0xb8	0x338f	;§¸ Squared Kg
0xb9	0x33cf	;§¹ Squared Kt
0xba	0x3388	;§º Squared Cal
0xbb	0x3389	;§» Squared Kcal
0xbc	0x33c8	;§¼ Squared Db
0xbd	0x33a7	;§½ Squared M Over S
0xbe	0x33a8	;§¾ Squared M Over S Squared
0xbf	0x33b0	;§¿ Squared Ps
0xc0	0x33b1	;§À Squared Ns
0xc1	0x33b2	;§Á Squared Mu S
0xc2	0x33b3	;§Â Squared Ms
0xc3	0x33b4	;§Ã Squared Pv
0xc4	0x33b5	;§Ä Squared Nv
0xc5	0x33b6	;§Å Squared Mu V
0xc6	0x33b7	;§Æ Squared Mv
0xc7	0x33b8	;§Ç Squared Kv
0xc8	0x33b9	;§È Squared Mv Mega
0xc9	0x3380	;§É Squared Pa Amps
0xca	0x3381	;§Ê Squared Na
0xcb	0x3382	;§Ë Squared Mu A
0xcc	0x3383	;§Ì Squared Ma
0xcd	0x3384	;§Í Squared Ka
0xce	0x33ba	;§Î Squared Pw
0xcf	0x33bb	;§Ï Squared Nw
0xd0	0x33bc	;§Ð Squared Mu W
0xd1	0x33bd	;§Ñ Squared Mw
0xd2	0x33be	;§Ò Squared Kw
0xd3	0x33bf	;§Ó Squared Mw Mega
0xd4	0x3390	;§Ô Squared Hz
0xd5	0x3391	;§Õ Squared Khz
0xd6	0x3392	;§Ö Squared Mhz
0xd7	0x3393	;§× Squared Ghz
0xd8	0x3394	;§Ø Squared Thz
0xd9	0x2126	;§Ù Ohm
0xda	0x33c0	;§Ú Squared K Ohm
0xdb	0x33c1	;§Û Squared M Ohm
0xdc	0x338a	;§Ü Squared Pf
0xdd	0x338b	;§Ý Squared Nf
0xde	0x338c	;§Þ Squared Mu F
0xdf	0x33d6	;§ß Squared Mol
0xe0	0x33c5	;§à Squared Cd
0xe1	0x33ad	;§á Squared Rad
0xe2	0x33ae	;§â Squared Rad Over S
0xe3	0x33af	;§ã Squared Rad Over S Squared
0xe4	0x33db	;§ä Squared Sr
0xe5	0x33a9	;§å Squared Pa
0xe6	0x33aa	;§æ Squared Kpa
0xe7	0x33ab	;§ç Squared Mpa
0xe8	0x33ac	;§è Squared Gpa
0xe9	0x33dd	;§é Squared Wb
0xea	0x33d0	;§ê Squared Lm
0xeb	0x33d3	;§ë Squared Lx
0xec	0x33c3	;§ì Squared Bq
0xed	0x33c9	;§í Squared Gy
0xee	0x33dc	;§î Squared Sv
0xef	0x33c6	;§ï Squared C Over Kg

DBCSTABLE 91            ;LeadByte = 0xa8

0xa1	0x00c6	;¨¡ Capital A E
0xa2	0x00d0	;¨¢ Capital Eth
0xa3	0x00aa	;¨£ Feminine Ordinal Indicator
0xa4	0x0126	;¨¤ Capital H Bar
0xa6	0x0132	;¨¦ Capital I J
0xa8	0x013f	;¨¨ Capital L With Middle Dot
0xa9	0x0141	;¨© Capital L Slash
0xaa	0x00d8	;¨ª Capital O Slash
0xab	0x0152	;¨« Capital O E
0xac	0x00ba	;¨¬ Masculine Ordinal Indicator
0xad	0x00de	;¨­ Capital Thorn
0xae	0x0166	;¨® Capital T Bar
0xaf	0x014a	;¨¯ Capital Eng
0xb1	0x3260	;¨± Circled Hangul Giyeog
0xb2	0x3261	;¨² Circled Hangul Nieun
0xb3	0x3262	;¨³ Circled Hangul Digeud
0xb4	0x3263	;¨´ Circled Hangul Lieul
0xb5	0x3264	;¨µ Circled Hangul Mieum
0xb6	0x3265	;¨¶ Circled Hangul Bieub
0xb7	0x3266	;¨· Circled Hangul Sios
0xb8	0x3267	;¨¸ Circled Hangul Ieung
0xb9	0x3268	;¨¹ Circled Hangul Jieuj
0xba	0x3269	;¨º Circled Hangul Cieuc
0xbb	0x326a	;¨» Circled Hangul Kiyeok
0xbc	0x326b	;¨¼ Circled Hangul Tieut
0xbd	0x326c	;¨½ Circled Hangul Pieup
0xbe	0x326d	;¨¾ Circled Hangul Hieuh
0xbf	0x326e	;¨¿ Circled Hangul Ga
0xc0	0x326f	;¨À Circled Hangul Na
0xc1	0x3270	;¨Á Circled Hangul Da
0xc2	0x3271	;¨Â Circled Hangul La
0xc3	0x3272	;¨Ã Circled Hangul Ma
0xc4	0x3273	;¨Ä Circled Hangul Ba
0xc5	0x3274	;¨Å Circled Hangul Sa
0xc6	0x3275	;¨Æ Circled Hangul A
0xc7	0x3276	;¨Ç Circled Hangul Ja
0xc8	0x3277	;¨È Circled Hangul Ca
0xc9	0x3278	;¨É Circled Hangul Ka
0xca	0x3279	;¨Ê Circled Hangul Ta
0xcb	0x327a	;¨Ë Circled Hangul Pa
0xcc	0x327b	;¨Ì Circled Hangul Ha
0xcd	0x24d0	;¨Í Circled Small A
0xce	0x24d1	;¨Î Circled Small B
0xcf	0x24d2	;¨Ï Circled Small C
0xd0	0x24d3	;¨Ð Circled Small D
0xd1	0x24d4	;¨Ñ Circled Small E
0xd2	0x24d5	;¨Ò Circled Small F
0xd3	0x24d6	;¨Ó Circled Small G
0xd4	0x24d7	;¨Ô Circled Small H
0xd5	0x24d8	;¨Õ Circled Small I
0xd6	0x24d9	;¨Ö Circled Small J
0xd7	0x24da	;¨× Circled Small K
0xd8	0x24db	;¨Ø Circled Small L
0xd9	0x24dc	;¨Ù Circled Small M
0xda	0x24dd	;¨Ú Circled Small N
0xdb	0x24de	;¨Û Circled Small O
0xdc	0x24df	;¨Ü Circled Small P
0xdd	0x24e0	;¨Ý Circled Small Q
0xde	0x24e1	;¨Þ Circled Small R
0xdf	0x24e2	;¨ß Circled Small S
0xe0	0x24e3	;¨à Circled Small T
0xe1	0x24e4	;¨á Circled Small U
0xe2	0x24e5	;¨â Circled Small V
0xe3	0x24e6	;¨ã Circled Small W
0xe4	0x24e7	;¨ä Circled Small X
0xe5	0x24e8	;¨å Circled Small Y
0xe6	0x24e9	;¨æ Circled Small Z
0xe7	0x2460	;¨ç Circled Digit One
0xe8	0x2461	;¨è Circled Digit Two
0xe9	0x2462	;¨é Circled Digit Three
0xea	0x2463	;¨ê Circled Digit Four
0xeb	0x2464	;¨ë Circled Digit Five
0xec	0x2465	;¨ì Circled Digit Six
0xed	0x2466	;¨í Circled Digit Seven
0xee	0x2467	;¨î Circled Digit Eight
0xef	0x2468	;¨ï Circled Digit Nine
0xf0	0x2469	;¨ð Circled Number Ten
0xf1	0x246a	;¨ñ Circled Number Eleven
0xf2	0x246b	;¨ò Circled Number Twelve
0xf3	0x246c	;¨ó Circled Number Thirteen
0xf4	0x246d	;¨ô Circled Number Fourteen
0xf5	0x246e	;¨õ Circled Number Fifteen
0xf6	0x00bd	;¨ö Fraction One Half
0xf7	0x2153	;¨÷ Fraction One Third
0xf8	0x2154	;¨ø Fraction Two Thirds
0xf9	0x00bc	;¨ù Fraction One Quarter
0xfa	0x00be	;¨ú Fraction Three Quarters
0xfb	0x215b	;¨û Fraction One Eighth
0xfc	0x215c	;¨ü Fraction Three Eighths
0xfd	0x215d	;¨ý Fraction Five Eighths
0xfe	0x215e	;¨þ Fraction Seven Eighths

DBCSTABLE 94            ;LeadByte = 0xa9

0xa1	0x00e6	;©¡ Small A E
0xa2	0x0111	;©¢ Small D Bar
0xa3	0x00f0	;©£ Small Eth
0xa4	0x0127	;©¤ Small H Bar
0xa5	0x0131	;©¥ Small Dotless I
0xa6	0x0133	;©¦ Small I J
0xa7	0x0138	;©§ Small Kra
0xa8	0x0140	;©¨ Small L With Middle Dot
0xa9	0x0142	;©© Small L Slash
0xaa	0x00f8	;©ª Small O Slash
0xab	0x0153	;©« Small O E
0xac	0x00df	;©¬ Small Sharp S
0xad	0x00fe	;©­ Small Thorn
0xae	0x0167	;©® Small T Bar
0xaf	0x014b	;©¯ Small Eng
0xb0	0x0149	;©° Small Apostrophe N
0xb1	0x3200	;©± Parenthesized Hangul Giyeog
0xb2	0x3201	;©² Parenthesized Hangul Nieun
0xb3	0x3202	;©³ Parenthesized Hangul Digeud
0xb4	0x3203	;©´ Parenthesized Hangul Lieul
0xb5	0x3204	;©µ Parenthesized Hangul Mieum
0xb6	0x3205	;©¶ Parenthesized Hangul Bieub
0xb7	0x3206	;©· Parenthesized Hangul Sios
0xb8	0x3207	;©¸ Parenthesized Hangul Ieung
0xb9	0x3208	;©¹ Parenthesized Hangul Jieuj
0xba	0x3209	;©º Parenthesized Hangul Cieuc
0xbb	0x320a	;©» Parenthesized Hangul Kiyeok
0xbc	0x320b	;©¼ Parenthesized Hangul Tieut
0xbd	0x320c	;©½ Parenthesized Hangul Pieup
0xbe	0x320d	;©¾ Parenthesized Hangul Hieuh
0xbf	0x320e	;©¿ Parenthesized Hangul Ga
0xc0	0x320f	;©À Parenthesized Hangul Na
0xc1	0x3210	;©Á Parenthesized Hangul Da
0xc2	0x3211	;©Â Parenthesized Hangul La
0xc3	0x3212	;©Ã Parenthesized Hangul Ma
0xc4	0x3213	;©Ä Parenthesized Hangul Ba
0xc5	0x3214	;©Å Parenthesized Hangul Sa
0xc6	0x3215	;©Æ Parenthesized Hangul A
0xc7	0x3216	;©Ç Parenthesized Hangul Ja
0xc8	0x3217	;©È Parenthesized Hangul Ca
0xc9	0x3218	;©É Parenthesized Hangul Ka
0xca	0x3219	;©Ê Parenthesized Hangul Ta
0xcb	0x321a	;©Ë Parenthesized Hangul Pa
0xcc	0x321b	;©Ì Parenthesized Hangul Ha
0xcd	0x249c	;©Í Parenthesized Small A
0xce	0x249d	;©Î Parenthesized Small B
0xcf	0x249e	;©Ï Parenthesized Small C
0xd0	0x249f	;©Ð Parenthesized Small D
0xd1	0x24a0	;©Ñ Parenthesized Small E
0xd2	0x24a1	;©Ò Parenthesized Small F
0xd3	0x24a2	;©Ó Parenthesized Small G
0xd4	0x24a3	;©Ô Parenthesized Small H
0xd5	0x24a4	;©Õ Parenthesized Small I
0xd6	0x24a5	;©Ö Parenthesized Small J
0xd7	0x24a6	;©× Parenthesized Small K
0xd8	0x24a7	;©Ø Parenthesized Small L
0xd9	0x24a8	;©Ù Parenthesized Small M
0xda	0x24a9	;©Ú Parenthesized Small N
0xdb	0x24aa	;©Û Parenthesized Small O
0xdc	0x24ab	;©Ü Parenthesized Small P
0xdd	0x24ac	;©Ý Parenthesized Small Q
0xde	0x24ad	;©Þ Parenthesized Small R
0xdf	0x24ae	;©ß Parenthesized Small S
0xe0	0x24af	;©à Parenthesized Small T
0xe1	0x24b0	;©á Parenthesized Small U
0xe2	0x24b1	;©â Parenthesized Small V
0xe3	0x24b2	;©ã Parenthesized Small W
0xe4	0x24b3	;©ä Parenthesized Small X
0xe5	0x24b4	;©å Parenthesized Small Y
0xe6	0x24b5	;©æ Parenthesized Small Z
0xe7	0x2474	;©ç Parenthesized Digit One
0xe8	0x2475	;©è Parenthesized Digit Two
0xe9	0x2476	;©é Parenthesized Digit Three
0xea	0x2477	;©ê Parenthesized Digit Four
0xeb	0x2478	;©ë Parenthesized Digit Five
0xec	0x2479	;©ì Parenthesized Digit Six
0xed	0x247a	;©í Parenthesized Digit Seven
0xee	0x247b	;©î Parenthesized Digit Eight
0xef	0x247c	;©ï Parenthesized Digit Nine
0xf0	0x247d	;©ð Parenthesized Number Ten
0xf1	0x247e	;©ñ Parenthesized Number Eleven
0xf2	0x247f	;©ò Parenthesized Number Twelve
0xf3	0x2480	;©ó Parenthesized Number Thirteen
0xf4	0x2481	;©ô Parenthesized Number Fourteen
0xf5	0x2482	;©õ Parenthesized Number Fifteen
0xf6	0x00b9	;©ö Superscript Digit One
0xf7	0x00b2	;©÷ Superscript Digit Two
0xf8	0x00b3	;©ø Superscript Digit Three
0xf9	0x2074	;©ù Superscript Digit Four
0xfa	0x207f	;©ú Superscript Small N
0xfb	0x2081	;©û Subscript Digit One
0xfc	0x2082	;©ü Subscript Digit Two
0xfd	0x2083	;©ý Subscript Digit Three
0xfe	0x2084	;©þ Subscript Digit Four

DBCSTABLE 83            ;LeadByte = 0xaa

0xa1	0x3041	;ª¡ Hiragana Small A
0xa2	0x3042	;ª¢ Hiragana A
0xa3	0x3043	;ª£ Hiragana Small I
0xa4	0x3044	;ª¤ Hiragana I
0xa5	0x3045	;ª¥ Hiragana Small U
0xa6	0x3046	;ª¦ Hiragana U
0xa7	0x3047	;ª§ Hiragana Small E
0xa8	0x3048	;ª¨ Hiragana E
0xa9	0x3049	;ª© Hiragana Small O
0xaa	0x304a	;ªª Hiragana O
0xab	0x304b	;ª« Hiragana Ka
0xac	0x304c	;ª¬ Hiragana Ga
0xad	0x304d	;ª­ Hiragana Ki
0xae	0x304e	;ª® Hiragana Gi
0xaf	0x304f	;ª¯ Hiragana Ku
0xb0	0x3050	;ª° Hiragana Gu
0xb1	0x3051	;ª± Hiragana Ke
0xb2	0x3052	;ª² Hiragana Ge
0xb3	0x3053	;ª³ Hiragana Ko
0xb4	0x3054	;ª´ Hiragana Go
0xb5	0x3055	;ªµ Hiragana Sa
0xb6	0x3056	;ª¶ Hiragana Za
0xb7	0x3057	;ª· Hiragana Si
0xb8	0x3058	;ª¸ Hiragana Zi
0xb9	0x3059	;ª¹ Hiragana Su
0xba	0x305a	;ªº Hiragana Zu
0xbb	0x305b	;ª» Hiragana Se
0xbc	0x305c	;ª¼ Hiragana Ze
0xbd	0x305d	;ª½ Hiragana So
0xbe	0x305e	;ª¾ Hiragana Zo
0xbf	0x305f	;ª¿ Hiragana Ta
0xc0	0x3060	;ªÀ Hiragana Da
0xc1	0x3061	;ªÁ Hiragana Ti
0xc2	0x3062	;ªÂ Hiragana Di
0xc3	0x3063	;ªÃ Hiragana Small Tu
0xc4	0x3064	;ªÄ Hiragana Tu
0xc5	0x3065	;ªÅ Hiragana Du
0xc6	0x3066	;ªÆ Hiragana Te
0xc7	0x3067	;ªÇ Hiragana De
0xc8	0x3068	;ªÈ Hiragana To
0xc9	0x3069	;ªÉ Hiragana Do
0xca	0x306a	;ªÊ Hiragana Na
0xcb	0x306b	;ªË Hiragana Ni
0xcc	0x306c	;ªÌ Hiragana Nu
0xcd	0x306d	;ªÍ Hiragana Ne
0xce	0x306e	;ªÎ Hiragana No
0xcf	0x306f	;ªÏ Hiragana Ha
0xd0	0x3070	;ªÐ Hiragana Ba
0xd1	0x3071	;ªÑ Hiragana Pa
0xd2	0x3072	;ªÒ Hiragana Hi
0xd3	0x3073	;ªÓ Hiragana Bi
0xd4	0x3074	;ªÔ Hiragana Pi
0xd5	0x3075	;ªÕ Hiragana Hu
0xd6	0x3076	;ªÖ Hiragana Bu
0xd7	0x3077	;ª× Hiragana Pu
0xd8	0x3078	;ªØ Hiragana He
0xd9	0x3079	;ªÙ Hiragana Be
0xda	0x307a	;ªÚ Hiragana Pe
0xdb	0x307b	;ªÛ Hiragana Ho
0xdc	0x307c	;ªÜ Hiragana Bo
0xdd	0x307d	;ªÝ Hiragana Po
0xde	0x307e	;ªÞ Hiragana Ma
0xdf	0x307f	;ªß Hiragana Mi
0xe0	0x3080	;ªà Hiragana Mu
0xe1	0x3081	;ªá Hiragana Me
0xe2	0x3082	;ªâ Hiragana Mo
0xe3	0x3083	;ªã Hiragana Small Ya
0xe4	0x3084	;ªä Hiragana Ya
0xe5	0x3085	;ªå Hiragana Small Yu
0xe6	0x3086	;ªæ Hiragana Yu
0xe7	0x3087	;ªç Hiragana Small Yo
0xe8	0x3088	;ªè Hiragana Yo
0xe9	0x3089	;ªé Hiragana Ra
0xea	0x308a	;ªê Hiragana Ri
0xeb	0x308b	;ªë Hiragana Ru
0xec	0x308c	;ªì Hiragana Re
0xed	0x308d	;ªí Hiragana Ro
0xee	0x308e	;ªî Hiragana Small Wa
0xef	0x308f	;ªï Hiragana Wa
0xf0	0x3090	;ªð Hiragana Wi
0xf1	0x3091	;ªñ Hiragana We
0xf2	0x3092	;ªò Hiragana Wo
0xf3	0x3093	;ªó Hiragana N

DBCSTABLE 86            ;LeadByte = 0xab

0xa1	0x30a1	;«¡ Katakana Small A
0xa2	0x30a2	;«¢ Katakana A
0xa3	0x30a3	;«£ Katakana Small I
0xa4	0x30a4	;«¤ Katakana I
0xa5	0x30a5	;«¥ Katakana Small U
0xa6	0x30a6	;«¦ Katakana U
0xa7	0x30a7	;«§ Katakana Small E
0xa8	0x30a8	;«¨ Katakana E
0xa9	0x30a9	;«© Katakana Small O
0xaa	0x30aa	;«ª Katakana O
0xab	0x30ab	;«« Katakana Ka
0xac	0x30ac	;«¬ Katakana Ga
0xad	0x30ad	;«­ Katakana Ki
0xae	0x30ae	;«® Katakana Gi
0xaf	0x30af	;«¯ Katakana Ku
0xb0	0x30b0	;«° Katakana Gu
0xb1	0x30b1	;«± Katakana Ke
0xb2	0x30b2	;«² Katakana Ge
0xb3	0x30b3	;«³ Katakana Ko
0xb4	0x30b4	;«´ Katakana Go
0xb5	0x30b5	;«µ Katakana Sa
0xb6	0x30b6	;«¶ Katakana Za
0xb7	0x30b7	;«· Katakana Si
0xb8	0x30b8	;«¸ Katakana Zi
0xb9	0x30b9	;«¹ Katakana Su
0xba	0x30ba	;«º Katakana Zu
0xbb	0x30bb	;«» Katakana Se
0xbc	0x30bc	;«¼ Katakana Ze
0xbd	0x30bd	;«½ Katakana So
0xbe	0x30be	;«¾ Katakana Zo
0xbf	0x30bf	;«¿ Katakana Ta
0xc0	0x30c0	;«À Katakana Da
0xc1	0x30c1	;«Á Katakana Ti
0xc2	0x30c2	;«Â Katakana Di
0xc3	0x30c3	;«Ã Katakana Small Tu
0xc4	0x30c4	;«Ä Katakana Tu
0xc5	0x30c5	;«Å Katakana Du
0xc6	0x30c6	;«Æ Katakana Te
0xc7	0x30c7	;«Ç Katakana De
0xc8	0x30c8	;«È Katakana To
0xc9	0x30c9	;«É Katakana Do
0xca	0x30ca	;«Ê Katakana Na
0xcb	0x30cb	;«Ë Katakana Ni
0xcc	0x30cc	;«Ì Katakana Nu
0xcd	0x30cd	;«Í Katakana Ne
0xce	0x30ce	;«Î Katakana No
0xcf	0x30cf	;«Ï Katakana Ha
0xd0	0x30d0	;«Ð Katakana Ba
0xd1	0x30d1	;«Ñ Katakana Pa
0xd2	0x30d2	;«Ò Katakana Hi
0xd3	0x30d3	;«Ó Katakana Bi
0xd4	0x30d4	;«Ô Katakana Pi
0xd5	0x30d5	;«Õ Katakana Hu
0xd6	0x30d6	;«Ö Katakana Bu
0xd7	0x30d7	;«× Katakana Pu
0xd8	0x30d8	;«Ø Katakana He
0xd9	0x30d9	;«Ù Katakana Be
0xda	0x30da	;«Ú Katakana Pe
0xdb	0x30db	;«Û Katakana Ho
0xdc	0x30dc	;«Ü Katakana Bo
0xdd	0x30dd	;«Ý Katakana Po
0xde	0x30de	;«Þ Katakana Ma
0xdf	0x30df	;«ß Katakana Mi
0xe0	0x30e0	;«à Katakana Mu
0xe1	0x30e1	;«á Katakana Me
0xe2	0x30e2	;«â Katakana Mo
0xe3	0x30e3	;«ã Katakana Small Ya
0xe4	0x30e4	;«ä Katakana Ya
0xe5	0x30e5	;«å Katakana Small Yu
0xe6	0x30e6	;«æ Katakana Yu
0xe7	0x30e7	;«ç Katakana Small Yo
0xe8	0x30e8	;«è Katakana Yo
0xe9	0x30e9	;«é Katakana Ra
0xea	0x30ea	;«ê Katakana Ri
0xeb	0x30eb	;«ë Katakana Ru
0xec	0x30ec	;«ì Katakana Re
0xed	0x30ed	;«í Katakana Ro
0xee	0x30ee	;«î Katakana Small Wa
0xef	0x30ef	;«ï Katakana Wa
0xf0	0x30f0	;«ð Katakana Wi
0xf1	0x30f1	;«ñ Katakana We
0xf2	0x30f2	;«ò Katakana Wo
0xf3	0x30f3	;«ó Katakana N
0xf4	0x30f4	;«ô Katakana Vu
0xf5	0x30f5	;«õ Katakana Small Ka
0xf6	0x30f6	;«ö Katakana Small Ke

DBCSTABLE 66            ;LeadByte = 0xac

0xa1	0x0410	;¬¡ Cyrillic Capital A
0xa2	0x0411	;¬¢ Cyrillic Capital Be
0xa3	0x0412	;¬£ Cyrillic Capital Ve
0xa4	0x0413	;¬¤ Cyrillic Capital Ge
0xa5	0x0414	;¬¥ Cyrillic Capital De
0xa6	0x0415	;¬¦ Cyrillic Capital Ie
0xa7	0x0401	;¬§ Cyrillic Capital Io
0xa8	0x0416	;¬¨ Cyrillic Capital Zhe
0xa9	0x0417	;¬© Cyrillic Capital Ze
0xaa	0x0418	;¬ª Cyrillic Capital Ii
0xab	0x0419	;¬« Cyrillic Capital Short Ii
0xac	0x041a	;¬¬ Cyrillic Capital Ka
0xad	0x041b	;¬­ Cyrillic Capital El
0xae	0x041c	;¬® Cyrillic Capital Em
0xaf	0x041d	;¬¯ Cyrillic Capital En
0xb0	0x041e	;¬° Cyrillic Capital O
0xb1	0x041f	;¬± Cyrillic Capital Pe
0xb2	0x0420	;¬² Cyrillic Capital Er
0xb3	0x0421	;¬³ Cyrillic Capital Es
0xb4	0x0422	;¬´ Cyrillic Capital Te
0xb5	0x0423	;¬µ Cyrillic Capital U
0xb6	0x0424	;¬¶ Cyrillic Capital Ef
0xb7	0x0425	;¬· Cyrillic Capital Kha
0xb8	0x0426	;¬¸ Cyrillic Capital Tse
0xb9	0x0427	;¬¹ Cyrillic Capital Che
0xba	0x0428	;¬º Cyrillic Capital Sha
0xbb	0x0429	;¬» Cyrillic Capital Shcha
0xbc	0x042a	;¬¼ Cyrillic Capital Hard Sign
0xbd	0x042b	;¬½ Cyrillic Capital Yeri
0xbe	0x042c	;¬¾ Cyrillic Capital Soft Sign
0xbf	0x042d	;¬¿ Cyrillic Capital Reversed E
0xc0	0x042e	;¬À Cyrillic Capital Iu
0xc1	0x042f	;¬Á Cyrillic Capital Ia
0xd1	0x0430	;¬Ñ Cyrillic Small A
0xd2	0x0431	;¬Ò Cyrillic Small Be
0xd3	0x0432	;¬Ó Cyrillic Small Ve
0xd4	0x0433	;¬Ô Cyrillic Small Ge
0xd5	0x0434	;¬Õ Cyrillic Small De
0xd6	0x0435	;¬Ö Cyrillic Small Ie
0xd7	0x0451	;¬× Cyrillic Small Io
0xd8	0x0436	;¬Ø Cyrillic Small Zhe
0xd9	0x0437	;¬Ù Cyrillic Small Ze
0xda	0x0438	;¬Ú Cyrillic Small Ii
0xdb	0x0439	;¬Û Cyrillic Small Short Ii
0xdc	0x043a	;¬Ü Cyrillic Small Ka
0xdd	0x043b	;¬Ý Cyrillic Small El
0xde	0x043c	;¬Þ Cyrillic Small Em
0xdf	0x043d	;¬ß Cyrillic Small En
0xe0	0x043e	;¬à Cyrillic Small O
0xe1	0x043f	;¬á Cyrillic Small Pe
0xe2	0x0440	;¬â Cyrillic Small Er
