# Fractional UCA Table, generated from standard UCA
# 2006-06-10, 20:18:04 GMT [MD]
# VERSION: UCA=5.0.0, UCD=5.0.0
# Copyright (c) 1991-2006 Unicode, Inc.

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 5.0.0]

0000; [,,]
005E; [07 6C, 05, 05]
FF3E; [07 6C, 05, 07]

00AF; [07 6E, 05, 05]
FFE3; [07 6E, 05, 07]

203E; [07 70, 05, 05]
FE49; [07 70, 05, 09]
FE4A; [07 70, 05, 09]
FE4B; [07 70, 05, 09]
FE4C; [07 70, 05, 09]

02D8; [07 72, 05, 05]

02D9; [07 74, 05, 05]

00A8; [07 76, 05, 05]
0385; [07 76, 05, 05][, 8D, 05]
1FEE; [07 76, 05, 05][, 8D, 05]
1FED; [07 76, 05, 05][, 8F, 05]
1FC1; [07 76, 05, 05][, 9B, 05]

02DA; [07 78, 05, 05]

02DD; [07 7A, 05, 05]

1FBD; [07 7C, 05, 05]
1FBF; [07 7C, 05, 05]
1FCE; [07 7C, 05, 05][, 8D, 05]
1FCD; [07 7C, 05, 05][, 8F, 05]
1FCF; [07 7C, 05, 05][, 9B, 05]

1FFE; [07 7E, 05, 05]
1FDE; [07 7E, 05, 05][, 8D, 05]
1FDD; [07 7E, 05, 05][, 8F, 05]
1FDF; [07 7E, 05, 05][, 9B, 05]

00B8; [07 80, 05, 05]

02DB; [07 82, 05, 05]

005F; [07 84, 05, 05]
FF3F; [07 84, 05, 07]
FE4D; [07 84, 05, 09]
FE4E; [07 84, 05, 09]
FE4F; [07 84, 05, 09]
FE33; [07 84, 05, 2B]
FE34; [07 84, 05, 2B]

2017; [07 86, 05, 05]

1FC0; [07 88, 05, 05]

309B; [07 8A, 05, 05]

309C; [07 8C, 05, 05]

00AD; [07 8E, 05, 05]

002D; [07 90, 05, 05]
FF0D; [07 90, 05, 07]
FE63; [07 90, 05, 1D]

058A; [07 92, 05, 05]

1B60; [07 94, 05, 05]

1806; [07 96, 05, 05]

1807; [07 98, 05, 05]

2010; [07 9A, 05, 05]
2011; [07 9A, 05, 35]

2012; [07 9C, 05, 05]

2013; [07 9E, 05, 05]
FE32; [07 9E, 05, 2B]

2014; [07 A0, 05, 05]
FE58; [07 A0, 05, 1D]
FE31; [07 A0, 05, 2B]

2015; [07 A2, 05, 05]

2053; [07 A4, 05, 05]

2E17; [07 A6, 05, 05]

301C; [07 A8, 05, 05]

3030; [07 AA, 05, 05]

30A0; [07 AC, 05, 05]

30FB; [07 AE, 05, 05]
FF65; [07 AE, 05, A3]

002C; [07 B0, 05, 05]
FF0C; [07 B0, 05, 07]
FE50; [07 B0, 05, 1D]
FE10; [07 B0, 05, 2B]

055D; [07 B2, 05, 05]

060C; [07 B4, 05, 05]

060D; [07 B6, 05, 05]

066B; [07 B8, 05, 05]

066C; [07 BA, 05, 05]

07F8; [07 BC, 05, 05]

1802; [07 BE, 05, 05]

1808; [07 C0, 05, 05]

3001; [07 C2, 05, 05]
FE51; [07 C2, 05, 1D]
FF64; [07 C2, 05, A3]
FE11; [07 C2, 05, 2B]

FE45; [07 C4, 05, 05]

FE46; [07 C6, 05, 05]

003B; [07 C8, 05, 05]
037E; [07 C8, 05, 05]
FF1B; [07 C8, 05, 07]
FE54; [07 C8, 05, 1D]
FE14; [07 C8, 05, 2B]

061B; [07 CA, 05, 05]

204F; [07 CC, 05, 05]

003A; [07 CE, 05, 05]
FF1A; [07 CE, 05, 07]
FE55; [07 CE, 05, 1D]
FE13; [07 CE, 05, 2B]
2A74; [07 CE, 05, 09][07 CE, 05, 09][0C E3, 05, 3D]

0589; [07 D0, 05, 05]

061E; [07 D2, 05, 05]

0703; [07 D4, 05, 05]

0704; [07 D6, 05, 05]

0705; [07 D8, 05, 05]

0706; [07 DA, 05, 05]

0707; [07 DC, 05, 05]

0708; [07 DE, 05, 05]

1361; [07 E0, 05, 05]

1363; [07 E2, 05, 05]

1364; [07 E4, 05, 05]

1365; [07 E6, 05, 05]

1366; [07 E8, 05, 05]

1804; [07 EA, 05, 05]

1805; [07 EC, 05, 05]

0F14; [07 EE, 05, 05]

17D6; [07 F0, 05, 05]

1B5D; [07 F2, 05, 05]

16EB; [07 F4, 05, 05]

16EC; [07 F6, 05, 05]

16ED; [07 F8, 05, 05]

0021; [07 FA, 05, 05]
FF01; [07 FA, 05, 07]
FE57; [07 FA, 05, 1D]
FE15; [07 FA, 05, 2B]
203C; [07 FA, 05, 09][07 FA, 05, 09]
2049; [07 FA, 05, 09][08 09, 05, 09]

00A1; [07 FC, 05, 05]

055C; [07 FE, 05, 05]

07F9; [08 05, 05, 05]

1944; [08 07, 05, 05]

003F; [08 09, 05, 05]
FF1F; [08 09, 05, 07]
FE56; [08 09, 05, 1D]
FE16; [08 09, 05, 2B]
2048; [08 09, 05, 09][07 FA, 05, 09]
2047; [08 09, 05, 09][08 09, 05, 09]

00BF; [08 0B, 05, 05]

055E; [08 0D, 05, 05]

061F; [08 0F, 05, 05]

0709; [08 11, 05, 05]

1367; [08 13, 05, 05]

1945; [08 15, 05, 05]

2CFA; [08 17, 05, 05]

2CFB; [08 19, 05, 05]

203D; [08 1B, 05, 05]

002E; [08 1D, 05, 05]
FF0E; [08 1D, 05, 07]
2024; [08 1D, 05, 09]
FE52; [08 1D, 05, 1D]
2025; [08 1D, 05, 09][08 1D, 05, 09]
FE30; [08 1D, 05, 2B][08 1D, 05, 2B]
2026; [08 1D, 05, 09][08 1D, 05, 09][08 1D, 05, 3D]
FE19; [08 1D, 05, 2B][08 1D, 05, 2B][08 1D, 05, 3D]

1801; [08 1F, 05, 05]

06D4; [08 21, 05, 05]

0701; [08 23, 05, 05]

0702; [08 25, 05, 05]

1362; [08 27, 05, 05]

1803; [08 29, 05, 05]

1809; [08 2B, 05, 05]

166E; [08 2D, 05, 05]

1B5C; [08 2F, 05, 05]

2CF9; [08 31, 05, 05]

2CFE; [08 33, 05, 05]

3002; [08 35, 05, 05]
FF61; [08 35, 05, A3]
FE12; [08 35, 05, 2B]

00B7; [08 37, 05, 05]
0387; [08 37, 05, 05]

0964; [08 39, 05, 05]

0965; [08 3B, 05, 05]

A876; [08 3D, 05, 05]

A877; [08 3F, 05, 05]

1735; [08 41, 05, 05]

1736; [08 43, 05, 05]

104A; [08 45, 05, 05]

104B; [08 47, 05, 05]

17D4; [08 49, 05, 05]

17D5; [08 4B, 05, 05]

1B5E; [08 4D, 05, 05]

1B5F; [08 4F, 05, 05]

D802 DE56; [08 51, 05, 05]

D802 DE57; [08 53, 05, 05]

0700; [08 55, 05, 05]

07F7; [08 57, 05, 05]

10FB; [08 59, 05, 05]

1360; [08 5B, 05, 05]

1368; [08 5D, 05, 05]

1A1E; [08 5F, 05, 05]

1A1F; [08 61, 05, 05]

1B5A; [08 63, 05, 05]

1B5B; [08 65, 05, 05]

2055; [08 67, 05, 05]

2056; [08 69, 05, 05]

2058; [08 6B, 05, 05]

2059; [08 6D, 05, 05]

205A; [08 6F, 05, 05]

205B; [08 71, 05, 05]

205C; [08 73, 05, 05]

205D; [08 75, 05, 05]

205E; [08 77, 05, 05]

2CFC; [08 79, 05, 05]

2CFF; [08 7B, 05, 05]

D800 DD00; [08 7D, 05, 05]

D800 DD01; [08 7F, 05, 05]

D800 DD02; [08 81, 05, 05]

D800 DF9F; [08 83, 05, 05]

D800 DFD0; [08 85, 05, 05]

D802 DD1F; [08 87, 05, 05]

D809 DC70; [08 89, 05, 05]

D809 DC71; [08 8B, 05, 05]

D809 DC72; [08 8D, 05, 05]

D809 DC73; [08 8F, 05, 05]

0027; [08 91, 05, 05]
FF07; [08 91, 05, 07]

2018; [08 93, 05, 05]

2019; [08 95, 05, 05]

201A; [08 97, 05, 05]

201B; [08 99, 05, 05]

2039; [08 9B, 05, 05]

203A; [08 9D, 05, 05]

0022; [08 9F, 05, 05]
FF02; [08 9F, 05, 07]

201C; [08 A1, 05, 05]

201D; [08 A3, 05, 05]

201E; [08 A5, 05, 05]

201F; [08 A7, 05, 05]

301D; [08 A9, 05, 05]

301E; [08 AB, 05, 05]

301F; [08 AD, 05, 05]

00AB; [08 AF, 05, 05]

00BB; [08 B1, 05, 05]

0028; [08 B3, 05, 05]
FF08; [08 B3, 05, 07]
FE59; [08 B3, 05, 1D]
207D; [08 B3, 05, 27]
208D; [08 B3, 05, 29]
FE35; [08 B3, 05, 2B]
2474; [08 B3, 05, 09][26 7C, 05, 09][08 B5, 05, 3D]
247D; [08 B3, 05, 09][26 7C, 05, 09][26 7A, 05, 3D][08 B5, 05, 3D]
247E; [08 B3, 05, 09][26 7C, 05, 09][26 7C, 05, 3D][08 B5, 05, 3D]
247F; [08 B3, 05, 09][26 7C, 05, 09][26 7E, 05, 3D][08 B5, 05, 3D]
2480; [08 B3, 05, 09][26 7C, 05, 09][26 80, 05, 3D][08 B5, 05, 3D]
2481; [08 B3, 05, 09][26 7C, 05, 09][26 82, 05, 3D][08 B5, 05, 3D]
2482; [08 B3, 05, 09][26 7C, 05, 09][26 84, 05, 3D][08 B5, 05, 3D]
2483; [08 B3, 05, 09][26 7C, 05, 09][26 86, 05, 3D][08 B5, 05, 3D]
2484; [08 B3, 05, 09][26 7C, 05, 09][26 88, 05, 3D][08 B5, 05, 3D]
2485; [08 B3, 05, 09][26 7C, 05, 09][26 8A, 05, 3D][08 B5, 05, 3D]
2486; [08 B3, 05, 09][26 7C, 05, 09][26 8C, 05, 3D][08 B5, 05, 3D]
2475; [08 B3, 05, 09][26 7E, 05, 09][08 B5, 05, 3D]
2487; [08 B3, 05, 09][26 7E, 05, 09][26 7A, 05, 3D][08 B5, 05, 3D]
2476; [08 B3, 05, 09][26 80, 05, 09][08 B5, 05, 3D]
2477; [08 B3, 05, 09][26 82, 05, 09][08 B5, 05, 3D]
2478; [08 B3, 05, 09][26 84, 05, 09][08 B5, 05, 3D]
2479; [08 B3, 05, 09][26 86, 05, 09][08 B5, 05, 3D]
247A; [08 B3, 05, 09][26 88, 05, 09][08 B5, 05, 3D]
247B; [08 B3, 05, 09][26 8A, 05, 09][08 B5, 05, 3D]
247C; [08 B3, 05, 09][26 8C, 05, 09][08 B5, 05, 3D]
249C; [08 B3, 05, 09][29, 05, 09][08 B5, 05, 3D]
249D; [08 B3, 05, 09][2B, 05, 09][08 B5, 05, 3D]
249E; [08 B3, 05, 09][2D, 05, 09][08 B5, 05, 3D]
249F; [08 B3, 05, 09][2F, 05, 09][08 B5, 05, 3D]
24A0; [08 B3, 05, 09][31, 05, 09][08 B5, 05, 3D]
24A1; [08 B3, 05, 09][33, 05, 09][08 B5, 05, 3D]
24A2; [08 B3, 05, 09][35, 05, 09][08 B5, 05, 3D]
24A3; [08 B3, 05, 09][37, 05, 09][08 B5, 05, 3D]
24A4; [08 B3, 05, 09][39, 05, 09][08 B5, 05, 3D]
24A5; [08 B3, 05, 09][3B, 05, 09][08 B5, 05, 3D]
24A6; [08 B3, 05, 09][3D, 05, 09][08 B5, 05, 3D]
24A7; [08 B3, 05, 09][3F, 05, 09][08 B5, 05, 3D]
24A8; [08 B3, 05, 09][41, 05, 09][08 B5, 05, 3D]
24A9; [08 B3, 05, 09][43, 05, 09][08 B5, 05, 3D]
24AA; [08 B3, 05, 09][45, 05, 09][08 B5, 05, 3D]
24AB; [08 B3, 05, 09][47, 05, 09][08 B5, 05, 3D]
24AC; [08 B3, 05, 09][49, 05, 09][08 B5, 05, 3D]
24AD; [08 B3, 05, 09][4B, 05, 09][08 B5, 05, 3D]
24AE; [08 B3, 05, 09][4D, 05, 09][08 B5, 05, 3D]
24AF; [08 B3, 05, 09][4F, 05, 09][08 B5, 05, 3D]
24B0; [08 B3, 05, 09][51, 05, 09][08 B5, 05, 3D]
24B1; [08 B3, 05, 09][53, 05, 09][08 B5, 05, 3D]
24B2; [08 B3, 05, 09][55, 05, 09][08 B5, 05, 3D]
24B3; [08 B3, 05, 09][57, 05, 09][08 B5, 05, 3D]
24B4; [08 B3, 05, 09][59, 05, 09][08 B5, 05, 3D]
24B5; [08 B3, 05, 09][5B, 05, 09][08 B5, 05, 3D]
3200; [08 B3, 05, 09][94 20, 05, 09][08 B5, 05, 3D]
320E; [08 B3, 05, 09][94 20, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3201; [08 B3, 05, 09][94 24, 05, 09][08 B5, 05, 3D]
320F; [08 B3, 05, 09][94 24, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3202; [08 B3, 05, 09][94 26, 05, 09][08 B5, 05, 3D]
3210; [08 B3, 05, 09][94 26, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3203; [08 B3, 05, 09][94 2A, 05, 09][08 B5, 05, 3D]
3211; [08 B3, 05, 09][94 2A, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3204; [08 B3, 05, 09][94 2C, 05, 09][08 B5, 05, 3D]
3212; [08 B3, 05, 09][94 2C, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3205; [08 B3, 05, 09][94 2E, 05, 09][08 B5, 05, 3D]
3213; [08 B3, 05, 09][94 2E, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3206; [08 B3, 05, 09][94 32, 05, 09][08 B5, 05, 3D]
3214; [08 B3, 05, 09][94 32, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3207; [08 B3, 05, 09][94 36, 05, 09][08 B5, 05, 3D]
3215; [08 B3, 05, 09][94 36, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
321D; [08 B3, 05, 09][94 36, 05, 09][94 58, 05, 3D][94 38, 05, 3D][94 50, 05, 3D][94 7A, 05, 3D][08 B5, 05, 3D]
321E; [08 B3, 05, 09][94 36, 05, 09][94 58, 05, 3D][94 44, 05, 3D][94 62, 05, 3D][08 B5, 05, 3D]
3208; [08 B3, 05, 09][94 38, 05, 09][08 B5, 05, 3D]
3216; [08 B3, 05, 09][94 38, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
321C; [08 B3, 05, 09][94 38, 05, 09][94 62, 05, 3D][08 B5, 05, 3D]
3209; [08 B3, 05, 09][94 3C, 05, 09][08 B5, 05, 3D]
3217; [08 B3, 05, 09][94 3C, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
320A; [08 B3, 05, 09][94 3E, 05, 09][08 B5, 05, 3D]
3218; [08 B3, 05, 09][94 3E, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
320B; [08 B3, 05, 09][94 40, 05, 09][08 B5, 05, 3D]
3219; [08 B3, 05, 09][94 40, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
320C; [08 B3, 05, 09][94 42, 05, 09][08 B5, 05, 3D]
321A; [08 B3, 05, 09][94 42, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
320D; [08 B3, 05, 09][94 44, 05, 09][08 B5, 05, 3D]
321B; [08 B3, 05, 09][94 44, 05, 09][94 48, 05, 3D][08 B5, 05, 3D]
3220; [08 B3, 05, 09][E0 04 06, 05, 09][08 B5, 05, 3D]
3226; [08 B3, 05, 09][E0 04 0C, 05, 09][08 B5, 05, 3D]
3222; [08 B3, 05, 09][E0 04 18, 05, 09][08 B5, 05, 3D]
3228; [08 B3, 05, 09][E0 04 C0, 05, 09][08 B5, 05, 3D]
3221; [08 B3, 05, 09][E0 05 24, 05, 09][08 B5, 05, 3D]
3224; [08 B3, 05, 09][E0 05 34, 05, 09][08 B5, 05, 3D]
3239; [08 B3, 05, 09][E0 05 D2, 05, 09][08 B5, 05, 3D]
323D; [08 B3, 05, 09][E0 06 14, 05, 09][08 B5, 05, 3D]
3241; [08 B3, 05, 09][E0 06 34, 05, 09][08 B5, 05, 3D]
3227; [08 B3, 05, 09][E0 0B 06, 05, 09][08 B5, 05, 3D]
3225; [08 B3, 05, 09][E0 0B 0A, 05, 09][08 B5, 05, 3D]
3238; [08 B3, 05, 09][E0 0D A4, 05, 09][08 B5, 05, 3D]
3229; [08 B3, 05, 09][E0 0E C4, 05, 09][08 B5, 05, 3D]
323F; [08 B3, 05, 09][E0 0E EA, 05, 09][08 B5, 05, 3D]
3234; [08 B3, 05, 09][E0 10 68, 05, 09][08 B5, 05, 3D]
323A; [08 B3, 05, 09][E0 11 4C, 05, 09][08 B5, 05, 3D]
3223; [08 B3, 05, 09][E0 16 28, 05, 09][08 B5, 05, 3D]
322F; [08 B3, 05, 09][E0 16 B0, 05, 09][08 B5, 05, 3D]
323B; [08 B3, 05, 09][E0 1F 74, 05, 09][08 B5, 05, 3D]
3230; [08 B3, 05, 09][E0 34 F0, 05, 09][08 B5, 05, 3D]
322A; [08 B3, 05, 09][E0 37 48, 05, 09][08 B5, 05, 3D]
3232; [08 B3, 05, 09][E0 37 4A, 05, 09][08 B5, 05, 3D]
322D; [08 B3, 05, 09][E0 37 88, 05, 09][08 B5, 05, 3D]
3231; [08 B3, 05, 09][E0 39 98, 05, 09][08 B5, 05, 3D]
322C; [08 B3, 05, 09][E0 41 DC, 05, 09][08 B5, 05, 3D]
322B; [08 B3, 05, 09][E0 4A 80, 05, 09][08 B5, 05, 3D]
3235; [08 B3, 05, 09][E0 4E B4, 05, 09][08 B5, 05, 3D]
323C; [08 B3, 05, 09][E0 57 BE, 05, 09][08 B5, 05, 3D]
3233; [08 B3, 05, 09][E0 5C 92, 05, 09][08 B5, 05, 3D]
3237; [08 B3, 05, 09][E0 5C D0, 05, 09][08 B5, 05, 3D]
3240; [08 B3, 05, 09][E0 5C F0, 05, 09][08 B5, 05, 3D]
3242; [08 B3, 05, 09][E0 6E 56, 05, 09][08 B5, 05, 3D]
3243; [08 B3, 05, 09][E0 6E 68, 05, 09][08 B5, 05, 3D]
3236; [08 B3, 05, 09][E0 84 48, 05, 09][08 B5, 05, 3D]
323E; [08 B3, 05, 09][E0 84 94, 05, 09][08 B5, 05, 3D]
322E; [08 B3, 05, 09][E0 8E E4, 05, 09][08 B5, 05, 3D]

0029; [08 B5, 05, 05]
FF09; [08 B5, 05, 07]
FE5A; [08 B5, 05, 1D]
207E; [08 B5, 05, 27]
208E; [08 B5, 05, 29]
FE36; [08 B5, 05, 2B]

005B; [08 B7, 05, 05]
FF3B; [08 B7, 05, 07]
FE47; [08 B7, 05, 2B]

005D; [08 B9, 05, 05]
FF3D; [08 B9, 05, 07]
FE48; [08 B9, 05, 2B]

007B; [08 BB, 05, 05]
FF5B; [08 BB, 05, 07]
FE5B; [08 BB, 05, 1D]
FE37; [08 BB, 05, 2B]

007D; [08 BD, 05, 05]
FF5D; [08 BD, 05, 07]
FE5C; [08 BD, 05, 1D]
FE38; [08 BD, 05, 2B]

0F3A; [08 BF, 05, 05]

0F3B; [08 C1, 05, 05]

0F3C; [08 C3, 05, 05]

0F3D; [08 C5, 05, 05]

169B; [08 C7, 05, 05]

169C; [08 C9, 05, 05]

2045; [08 CB, 05, 05]

2046; [08 CD, 05, 05]

29FC; [08 CF, 05, 05]

29FD; [08 D1, 05, 05]

2983; [08 D3, 05, 05]

2984; [08 D5, 05, 05]

2985; [08 D7, 05, 05]
FF5F; [08 D7, 05, 07]

2986; [08 D9, 05, 05]
FF60; [08 D9, 05, 07]

2987; [08 DB, 05, 05]

2988; [08 DD, 05, 05]

2989; [08 DF, 05, 05]

298A; [08 E1, 05, 05]

298B; [08 E3, 05, 05]

298C; [08 E5, 05, 05]

298D; [08 E7, 05, 05]

298E; [08 E9, 05, 05]

298F; [08 EB, 05, 05]

2990; [08 ED, 05, 05]

2991; [08 EF, 05, 05]

2992; [08 F1, 05, 05]

2993; [08 F3, 05, 05]

2994; [08 F5, 05, 05]

2995; [08 F7, 05, 05]

2996; [08 F9, 05, 05]

2997; [08 FB, 05, 05]

2998; [08 FD, 05, 05]

2E02; [09 05, 05, 05]

2E03; [09 07, 05, 05]

2E04; [09 09, 05, 05]

2E05; [09 0B, 05, 05]

2E09; [09 0D, 05, 05]

2E0A; [09 0F, 05, 05]

2E0C; [09 11, 05, 05]

2E0D; [09 13, 05, 05]

2E1C; [09 15, 05, 05]

2E1D; [09 17, 05, 05]

2329; [09 19, 05, 05]
3008; [09 19, 05, 05]
FE3F; [09 19, 05, 2B]

232A; [09 1B, 05, 05]
3009; [09 1B, 05, 05]
FE40; [09 1B, 05, 2B]

300A; [09 1D, 05, 05]
FE3D; [09 1D, 05, 2B]

300B; [09 1F, 05, 05]
FE3E; [09 1F, 05, 2B]

300C; [09 21, 05, 05]
FF62; [09 21, 05, A3]
FE41; [09 21, 05, 2B]

300D; [09 23, 05, 05]
FF63; [09 23, 05, A3]
FE42; [09 23, 05, 2B]

300E; [09 25, 05, 05]
FE43; [09 25, 05, 2B]

300F; [09 27, 05, 05]
FE44; [09 27, 05, 2B]

3010; [09 29, 05, 05]
FE3B; [09 29, 05, 2B]

3011; [09 2B, 05, 05]
FE3C; [09 2B, 05, 2B]

3014; [09 2D, 05, 05]
FE5D; [09 2D, 05, 1D]
FE39; [09 2D, 05, 2B]

3015; [09 2F, 05, 05]
FE5E; [09 2F, 05, 1D]
FE3A; [09 2F, 05, 2B]

3016; [09 31, 05, 05]
FE17; [09 31, 05, 2B]

3017; [09 33, 05, 05]
FE18; [09 33, 05, 2B]

3018; [09 35, 05, 05]

3019; [09 37, 05, 05]

301A; [09 39, 05, 05]

301B; [09 3B, 05, 05]

FD3E; [09 3D, 05, 05]

FD3F; [09 3F, 05, 05]

00A7; [09 41, 05, 05]

00B6; [09 43, 05, 05]

204B; [09 45, 05, 05]

00A9; [09 47, 05, 05]

00AE; [09 49, 05, 05]

0040; [09 4B, 05, 05]
FF20; [09 4B, 05, 07]
FE6B; [09 4B, 05, 1D]

002A; [09 4D, 05, 05]
FF0A; [09 4D, 05, 07]
FE61; [09 4D, 05, 1D]

204E; [09 4F, 05, 05]

2051; [09 51, 05, 05]

066D; [09 53, 05, 05]

002F; [09 55, 05, 05]
FF0F; [09 55, 05, 07]

2044; [09 57, 05, 05]

005C; [09 59, 05, 05]
FF3C; [09 59, 05, 07]
FE68; [09 59, 05, 1D]

0026; [09 5B, 05, 05]
FF06; [09 5B, 05, 07]
FE60; [09 5B, 05, 1D]

214B; [09 5D, 05, 05]

204A; [09 5F, 05, 05]

0023; [09 61, 05, 05]
FF03; [09 61, 05, 07]
FE5F; [09 61, 05, 1D]

0025; [09 63, 05, 05]
FF05; [09 63, 05, 07]
FE6A; [09 63, 05, 1D]

066A; [09 65, 05, 05]

2030; [09 67, 05, 05]

2031; [09 69, 05, 05]

2052; [09 6B, 05, 05]

2020; [09 6D, 05, 05]

2021; [09 6F, 05, 05]

2022; [09 71, 05, 05]

2023; [09 73, 05, 05]

2027; [09 75, 05, 05]

2043; [09 77, 05, 05]

204C; [09 79, 05, 05]

204D; [09 7B, 05, 05]

2032; [09 7D, 05, 05]
2033; [09 7D, 05, 09][09 7D, 05, 09]
2034; [09 7D, 05, 09][09 7D, 05, 09][09 7D, 05, 3D]
2057; [09 7D, 05, 09][09 7D, 05, 09][09 7D, 05, 3D][09 7D, 05, 3D]

2035; [09 7F, 05, 05]
2036; [09 7F, 05, 09][09 7F, 05, 09]
2037; [09 7F, 05, 09][09 7F, 05, 09][09 7F, 05, 3D]

3003; [09 81, 05, 05]

303D; [09 83, 05, 05]

2038; [09 85, 05, 05]

203B; [09 87, 05, 05]

203F; [09 89, 05, 05]

2054; [09 8B, 05, 05]

2040; [09 8D, 05, 05]

2050; [09 8F, 05, 05]

2041; [09 91, 05, 05]

2042; [09 93, 05, 05]

2E00; [09 95, 05, 05]

2E01; [09 97, 05, 05]

2E06; [09 99, 05, 05]

2E07; [09 9B, 05, 05]

2E08; [09 9D, 05, 05]

2E0B; [09 9F, 05, 05]

2E0E; [09 A1, 05, 05]

2E0F; [09 A3, 05, 05]

2E10; [09 A5, 05, 05]

2E11; [09 A7, 05, 05]

2E12; [09 A9, 05, 05]

2E13; [09 AB, 05, 05]

2E14; [09 AD, 05, 05]

2E15; [09 AF, 05, 05]

2E16; [09 B1, 05, 05]

055A; [09 B3, 05, 05]

055B; [09 B5, 05, 05]

055F; [09 B7, 05, 05]

05BE; [09 B9, 05, 05]

05C0; [09 BB, 05, 05]

05C3; [09 BD, 05, 05]

05C6; [09 BF, 05, 05]

05F3; [09 C1, 05, 05]

05F4; [09 C3, 05, 05]

070A; [09 C5, 05, 05]

070B; [09 C7, 05, 05]

070C; [09 C9, 05, 05]

070D; [09 CB, 05, 05]

1800; [09 CD, 05, 05]

180A; [09 CF, 05, 05]

0970; [09 D1, 05, 05]

0DF4; [09 D3, 05, 05]

0E5A; [09 D5, 05, 05]

0E5B; [09 D7, 05, 05]

0F04; [09 D9, 05, 05]

0F05; [09 DB, 05, 05]

0F06; [09 DD, 05, 05]

0F07; [09 DF, 05, 05]

0F08; [09 E1, 05, 05]

0F09; [09 E3, 05, 05]

0F0A; [09 E5, 05, 05]

0FD0; [09 E7, 05, 05]

0FD1; [09 E9, 05, 05]

0F0B; [09 EB, 05, 05]
0F0C; [09 EB, 05, 35]

0F0D; [09 ED, 05, 05]

0F0E; [09 EF, 05, 05]

0F0F; [09 F1, 05, 05]

0F10; [09 F3, 05, 05]

0F11; [09 F5, 05, 05]

0F12; [09 F7, 05, 05]

0F85; [09 F9, 05, 05]

1940; [09 FB, 05, 05]

104C; [09 FD, 05, 05]

104D; [0A 05, 05, 05]

104E; [0A 07, 05, 05]

104F; [0A 09, 05, 05]

17D7; [0A 0B, 05, 05]

17D8; [0A 0D, 05, 05]

17D9; [0A 0F, 05, 05]

17DA; [0A 11, 05, 05]

166D; [0A 13, 05, 05]

A874; [0A 15, 05, 05]

A875; [0A 17, 05, 05]

D802 DE50; [0A 19, 05, 05]

D802 DE51; [0A 1B, 05, 05]

D802 DE52; [0A 1D, 05, 05]

D802 DE53; [0A 1F, 05, 05]

D802 DE54; [0A 21, 05, 05]

D802 DE55; [0A 23, 05, 05]

D802 DE58; [0A 25, 05, 05]

02B9; [0A 27, 05, 05]
0374; [0A 27, 05, 05]

0375; [0A 29, 05, 05]

02BA; [0A 2B, 05, 05]

02C2; [0A 2D, 05, 05]

02C3; [0A 2F, 05, 05]

02C4; [0A 31, 05, 05]

02C5; [0A 33, 05, 05]

02C6; [0A 35, 05, 05]

02C7; [0A 37, 05, 05]

02C8; [0A 39, 05, 05]

02C9; [0A 3B, 05, 05]

02CA; [0A 3D, 05, 05]

02CB; [0A 3F, 05, 05]

02CC; [0A 41, 05, 05]

02CD; [0A 43, 05, 05]

02CE; [0A 45, 05, 05]

02CF; [0A 47, 05, 05]

